sym,strat,score,entry,entry_date,sl,tg,qty,val,days,regime,tier,exit,exit_date,reason,costs,pnl
BPCL,MOM,13.0,294.56,2024-02-19,271.02,329.87,169,49780.86765165413,6,2,NIFTY50,270.75,2024-02-26,SL,140.81,-4164.87
SHRIRAMFIN,MOM,13.0,482.08,2024-02-27,454.32,523.72,103,49653.94158136563,1,2,NIFTY50,453.87,2024-02-27,SL,142.0,-3048.07
HEROMOTOCO,MOM,14.0,4333.68,2024-02-13,4105.32,4676.22,11,47670.49537828152,12,2,NIFTY50,4101.21,2024-02-28,SL,136.65,-2693.77
COALINDIA,MOM,13.0,403.04,2024-02-20,372.45,448.92,124,49976.85814889215,12,2,NIFTY50,405.44,2024-03-06,TIME,147.42,150.15
HAL,MOM,14.0,3025.05,2024-02-29,2847.6,3291.24,16,48400.87893537656,7,2,MIDCAP,3286.5,2024-03-11,TARGET_GAP,148.2,4034.93
ADANIENT,MOM,13.0,3240.37,2024-03-07,3071.68,3493.39,15,48605.49119603896,4,2,NIFTY50,3068.61,2024-03-13,SL,139.37,-2715.8
DIXON,MOM,14.0,6739.1,2024-02-28,6345.04,7330.2,7,47173.71709032418,12,2,MIDCAP,6942.5,2024-03-15,TIME,140.75,1283.07
BAJAJ-AUTO,MOM,14.0,8247.84,2024-03-12,7781.81,8946.89,6,49487.03661428217,4,2,NIFTY50,7774.03,2024-03-15,SL,141.59,-2984.46
HAL,MOM,13.0,3077.08,2024-03-18,2852.37,3414.13,16,49233.203287092,3,2,MIDCAP,2846.67,2024-03-20,SL,139.67,-3826.31
ADANIPORTS,MOM,13.0,1239.87,2024-03-18,1156.61,1364.77,40,49594.889801808735,9,2,NIFTY50,1363.41,2024-04-01,TARGET,152.78,4788.63
BHARTIARTL,MOM,13.0,1158.92,2024-03-14,1100.55,1246.49,43,49833.68589191238,12,2,NIFTY50,1190.4,2024-04-02,TIME,148.47,1205.21
POWERINDIA,MOM,13.0,7249.83,2024-03-22,6623.87,8188.76,6,43498.95864429523,12,2,MIDCAP,7473.32,2024-04-10,TIME,129.82,1211.1
DIXON,MOM,13.0,7929.48,2024-04-03,7502.13,8570.49,6,47576.85067293639,9,2,MIDCAP,7487.13,2024-04-16,SL,136.24,-2790.37
HAL,MOM,13.0,3373.21,2024-04-02,3148.07,3710.93,14,47224.96996652731,12,2,MIDCAP,3663.78,2024-04-19,TIME,144.59,3923.44
POWERINDIA,MOM,13.0,7525.0,2024-04-12,6918.15,8435.28,6,45149.99498805777,5,2,MIDCAP,8418.41,2024-04-19,TARGET,140.29,5220.17
DIXON,MOM,13.0,7894.88,2024-04-23,7439.69,8577.68,6,47369.3019980839,4,2,MIDCAP,8560.52,2024-04-26,TARGET,144.91,3848.96
MCX,MOM,13.0,783.54,2024-04-23,726.57,869.01,63,49363.22882691993,12,2,MIDCAP,746.47,2024-05-09,TIME,141.94,-2477.46
DATAPATTNS,MOM,13.0,2916.91,2024-04-23,2600.36,3391.74,17,49587.46629263486,12,2,SMALLCAP,2823.01,2024-05-09,TIME,143.63,-1739.95
DIXON,MOM,13.0,8578.3,2024-04-29,8069.09,9342.12,5,42891.50006597302,11,2,MIDCAP,8052.95,2024-05-14,SL,122.5,-2749.24
DIXON,MOM,13.0,8319.94,2024-05-17,7838.55,9042.02,6,49919.650358357685,1,2,MIDCAP,9023.94,2024-05-17,TARGET,152.73,4071.25
HAL,MOM,13.0,4554.77,2024-05-17,4260.38,4996.35,10,45547.68605699966,5,2,MIDCAP,4986.36,2024-05-24,TARGET,140.0,4175.87
COALINDIA,MOM,13.0,412.81,2024-05-17,386.42,452.39,121,49949.79144151182,11,2,NIFTY50,452.34,2024-06-03,TARGET_GAP,153.6,4629.89
DIXON,MOM,13.0,8972.77,2024-05-21,8411.27,9815.03,5,44863.856921534636,10,2,MIDCAP,9795.4,2024-06-03,TARGET,137.71,3975.44
DATAPATTNS,MOM,14.0,3081.79,2024-05-27,2751.52,3577.19,16,49308.60487902532,7,2,SMALLCAP,2740.51,2024-06-04,SL,137.42,-5597.84
COALINDIA,MOM,13.0,450.92,2024-06-04,423.64,491.83,110,49600.789090871935,1,2,NIFTY50,423.22,2024-06-04,SL,141.65,-3189.05
GRAVITA,MOM,13.0,1055.74,2024-06-04,955.03,1206.81,47,49619.80905762708,1,2,SMALLCAP,951.21,2024-06-04,SL,139.1,-5052.02
DIXON,MOM,13.0,9560.42,2024-06-06,8777.23,10735.22,5,47802.11725115363,6,2,MIDCAP,10713.75,2024-06-13,TARGET,148.66,5617.99
HFCL,MOM,13.0,112.52,2024-06-14,101.54,129.0,444,49960.83390761442,3,2,MIDCAP,128.74,2024-06-19,TARGET,157.0,7045.57
SBIN,MOM,13.0,771.14,2024-06-06,705.3,869.89,64,49352.76759676139,12,2,NIFTY50,801.05,2024-06-24,TIME,147.84,1766.63
HEROMOTOCO,MOM,13.0,5297.05,2024-06-06,4964.3,5796.18,9,47673.445991991604,12,2,NIFTY50,5164.33,2024-06-24,TIME,138.56,-1333.02
SHRIRAMFIN,MOM,13.0,546.27,2024-06-20,509.43,601.53,91,49710.24278824227,12,2,NIFTY50,557.09,2024-07-05,TIME,147.6,837.11
HEROMOTOCO,MOM,12.0,5213.5,2024-06-25,4910.6,5667.85,9,46921.46919132923,12,2,NIFTY50,5149.66,2024-07-10,TIME,137.22,-711.81
GRAVITA,MOM,12.0,1498.98,2024-06-25,1322.47,1763.74,33,49466.358033255994,12,2,SMALLCAP,1360.17,2024-07-10,TIME,139.11,-4719.78
MCX,MOM,13.0,797.28,2024-07-08,743.98,877.23,62,49431.375083309016,3,2,MIDCAP,742.49,2024-07-10,SL,140.66,-3537.51
BEL,MOM,13.0,330.9,2024-07-11,308.01,365.25,151,49966.48074264526,5,2,NIFTY50,307.7,2024-07-18,SL,142.08,-3644.98
POWERINDIA,MOM,12.0,12874.95,2024-07-11,11482.54,14963.57,3,38624.85432661825,6,2,MIDCAP,11459.57,2024-07-19,SL,107.68,-4353.81
COALINDIA,MOM,12.0,433.01,2024-07-11,411.92,464.64,115,49795.7316726648,8,2,NIFTY50,411.51,2024-07-23,SL,143.02,-2615.74
BEL,MOM,13.0,305.65,2024-07-19,284.31,337.67,163,49821.69218302407,3,2,NIFTY50,284.03,2024-07-23,SL,141.63,-3666.39
COALINDIA,MOM,14.0,428.34,2024-07-24,402.47,467.15,116,49687.65467728439,7,2,NIFTY50,469.91,2024-08-01,TARGET_GAP,152.88,4669.2
EICHERMOT,MOM,13.0,4806.64,2024-07-24,4591.86,5128.82,10,48066.44039546871,8,2,NIFTY50,4587.27,2024-08-02,SL,138.32,-2332.04
DSSL,MOM,12.0,1262.99,2024-07-22,1133.67,1456.97,39,49256.636770271354,12,2,SMALLCAP,1201.82,2024-08-06,TIME,141.56,-2527.0
SHRIRAMFIN,MOM,13.0,576.68,2024-08-02,536.15,637.48,86,49594.697006311675,12,2,NIFTY50,617.52,2024-08-20,TIME,150.78,3361.25
COALINDIA,MOM,13.0,453.25,2024-08-05,426.21,493.81,110,49857.33726359865,12,2,NIFTY50,472.13,2024-08-21,TIME,149.55,1926.99
POWERGRID,MOM,13.0,323.98,2024-08-07,304.95,352.52,154,49893.08197213845,12,2,NIFTY50,316.97,2024-08-23,TIME,145.25,-1224.42
BHARTIARTL,MOM,12.0,1462.94,2024-08-22,1399.95,1557.43,34,49740.08089749853,6,2,NIFTY50,1555.87,2024-08-29,TARGET,150.71,3009.0
MCX,MOM,13.0,951.98,2024-08-21,886.41,1050.32,52,49502.71396065728,11,2,MIDCAP,1048.22,2024-09-04,TARGET,152.6,4851.85
COALINDIA,MOM,13.0,481.78,2024-08-26,456.1,520.31,103,49623.760372912795,8,2,NIFTY50,455.64,2024-09-04,SL,142.2,-2834.22
BAJAJ-AUTO,MOM,13.0,10430.96,2024-08-30,10009.24,11063.53,4,41723.82308539617,10,2,NIFTY50,11052.47,2024-09-12,TARGET,126.19,2359.84
NETWEB,MOM,13.0,2688.47,2024-09-05,2439.35,3062.14,18,48392.39589707112,12,2,SMALLCAP,2668.39,2024-09-20,TIME,141.84,-503.32
VEDL,MOM,13.0,407.41,2024-09-05,385.78,439.86,122,49704.35384482018,12,2,MIDCAP,411.82,2024-09-20,TIME,146.95,390.95
BAJAJ-AUTO,MOM,13.0,11286.32,2024-09-13,10840.44,11955.15,4,45145.290395551245,8,2,NIFTY50,11943.19,2024-09-24,TARGET,136.46,2491.04
VEDL,MOM,14.0,416.27,2024-09-23,393.54,450.37,120,49952.673582148695,4,2,MIDCAP,449.47,2024-09-26,TARGET,152.49,3831.42
HFCL,MOM,13.0,156.56,2024-09-25,141.78,178.73,319,49942.14703256556,6,2,MIDCAP,141.5,2024-10-03,SL,140.2,-4945.48
ULTRACEMCO,MOM,13.0,11772.21,2024-09-23,11358.73,12392.43,4,47088.85614593482,9,2,NIFTY50,11347.37,2024-10-04,SL,136.14,-1835.49
VEDL,MOM,13.0,464.98,2024-09-27,439.53,503.14,107,49752.34704067154,12,2,MIDCAP,448.34,2024-10-15,TIME,143.86,-1924.59
BPCL,MOM,14.0,315.56,2024-10-04,295.13,346.2,158,49858.39634007282,12,2,NIFTY50,304.95,2024-10-21,TIME,144.32,-1820.32
POWERINDIA,MOM,12.0,15994.8,2024-10-15,14422.63,18353.05,3,47984.389955327664,6,2,MIDCAP,14393.78,2024-10-22,SL,134.44,-4937.49
DIXON,MOM,12.0,17406.01,2024-12-06,16315.91,19041.17,2,34812.022488593066,8,2,MIDCAP,19003.09,2024-12-17,TARGET,106.86,3087.3
SBIN,MOM,12.0,834.03,2024-12-06,797.45,888.91,59,49207.93785018624,10,2,NIFTY50,793.26,2024-12-19,SL_GAP,141.38,-2546.73
NETWEB,MOM,12.0,2908.48,2024-12-06,2648.99,3297.71,17,49444.114020915134,12,2,SMALLCAP,2638.39,2024-12-23,SL,139.03,-4730.49
DSSL,MOM,12.0,1602.53,2025-01-03,1465.03,1808.76,31,49678.28031930067,2,2,SMALLCAP,1459.17,2025-01-06,SL,139.92,-4584.08
SUNPHARMA,MOM,13.0,1850.47,2025-01-03,1782.79,1951.98,27,49962.56122539994,6,2,NIFTY50,1781.01,2025-01-10,SL,144.35,-2019.85
EICHERMOT,MOM,12.0,5262.09,2025-01-03,5015.27,5632.33,9,47358.84564608415,6,2,NIFTY50,5010.25,2025-01-10,SL,136.14,-2402.66
HINDALCO,MOM,10.0,710.5,2025-03-21,675.61,762.84,70,49735.31824950357,6,1,NIFTY50,674.93,2025-03-28,SL,142.82,-2632.41
SHRIRAMFIN,MOM,10.0,662.69,2025-03-21,617.75,730.1,75,49701.742676350295,11,1,NIFTY50,589.15,2025-04-07,SL_GAP,138.49,-5653.63
HDFCBANK,MOM,12.0,889.87,2025-04-01,861.29,932.75,56,49832.86695571005,5,1,NIFTY50,860.43,2025-04-07,SL,144.28,-1792.99
HDFCLIFE,MOM,11.0,676.61,2025-03-21,646.19,722.24,73,49392.35407236269,12,1,NIFTY50,683.18,2025-04-08,TIME,145.96,333.35
EICHERMOT,MOM,12.0,5483.45,2025-04-16,5197.42,5912.49,9,49351.02636740748,12,1,NIFTY50,5385.21,2025-05-05,TIME,143.93,-1028.07
HDFCBANK,MOM,12.0,930.27,2025-04-16,892.58,986.79,53,49304.180342875145,12,1,NIFTY50,954.53,2025-05-05,TIME,146.82,1138.92
BHARTIARTL,MOM,11.0,1789.24,2025-04-16,1699.92,1923.23,27,48309.600900827674,12,1,NIFTY50,1848.68,2025-05-05,TIME,144.34,1460.52
BEL,MOM,12.0,313.9,2025-05-06,295.98,340.77,159,49909.78474662205,7,1,NIFTY50,340.43,2025-05-14,TARGET,152.7,4065.45
POWERINDIA,MOM,12.0,16908.86,2025-05-15,15591.33,18885.15,2,33817.713556478804,1,1,MIDCAP,15560.15,2025-05-15,SL,95.7,-2793.13
BHARTIARTL,MOM,11.0,1874.52,2025-05-06,1787.67,2004.78,26,48737.45779927774,11,1,NIFTY50,1785.88,2025-05-20,SL,140.14,-2444.72
HDFCLIFE,MOM,11.0,737.6,2025-05-06,700.54,793.19,67,49419.20910457791,12,1,NIFTY50,756.85,2025-05-21,TIME,147.16,1142.48
GRAVITA,MOM,14.0,2062.02,2025-05-21,1853.27,2375.13,24,49488.365976562505,8,2,SMALLCAP,1845.86,2025-05-30,SL,138.32,-5326.23
SHRIRAMFIN,MOM,12.0,667.59,2025-05-16,614.53,747.19,74,49401.8708639269,12,1,NIFTY50,635.17,2025-06-02,TIME,141.96,-2541.03
BEL,MOM,13.0,380.87,2025-05-22,357.6,415.79,131,49894.52020951797,12,2,NIFTY50,387.76,2025-06-06,TIME,148.02,753.94
ICICIBANK,MOM,13.0,1455.24,2025-06-09,1409.63,1523.64,34,49478.035447542345,2,2,NIFTY50,1408.22,2025-06-10,SL,143.31,-1741.98
SBILIFE,MOM,14.0,1809.09,2025-06-03,1743.16,1908.0,27,48845.56408066391,9,2,NIFTY50,1715.89,2025-06-13,SL_GAP,140.16,-2656.43
BHARTIARTL,MOM,13.0,1830.54,2025-06-02,1765.48,1928.14,27,49424.60335160694,12,2,NIFTY50,1837.58,2025-06-17,TIME,145.65,44.52
BAJFINANCE,MOM,14.0,949.95,2025-06-11,907.1,1014.23,52,49397.34799999999,7,2,NIFTY50,906.19,2025-06-19,SL,142.12,-2417.49
MCX,MOM,13.0,1521.64,2025-06-16,1418.0,1677.1,32,48692.39740933154,8,2,MIDCAP,1673.75,2025-06-25,TARGET,150.01,4717.38
HDFCLIFE,MOM,13.0,761.56,2025-06-20,731.47,806.7,65,49501.45120574951,6,2,NIFTY50,805.89,2025-06-27,TARGET,149.62,2732.04
TECHM,MOM,13.0,1670.48,2025-06-18,1595.93,1782.32,29,48444.0491758111,12,2,NIFTY50,1623.26,2025-07-03,TIME,140.58,-1509.91
MCX,MOM,13.0,1771.88,2025-06-30,1655.41,1946.59,28,49612.72417580479,9,2,MIDCAP,1652.1,2025-07-10,SL,141.25,-3495.11
BEL,MOM,14.0,406.68,2025-06-26,386.37,437.14,122,49614.9828403567,12,2,NIFTY50,406.21,2025-07-11,TIME,145.86,-202.59
HDFCLIFE,MOM,14.0,784.68,2025-07-04,753.19,831.93,63,49435.087239624016,7,2,NIFTY50,752.44,2025-07-14,SL,142.57,-2173.89
SBILIFE,MOM,12.0,1849.18,2025-07-15,1789.13,1939.26,27,49927.84135013683,4,2,NIFTY50,1787.34,2025-07-18,SL,144.52,-1814.18
KOTAKBANK,MOM,13.0,440.29,2025-07-11,423.99,464.75,113,49753.07782558357,11,2,NIFTY50,423.57,2025-07-25,SL,143.7,-2033.51
BHARTIARTL,MOM,12.0,1901.02,2025-07-14,1830.97,2006.1,26,49426.588203382904,12,2,NIFTY50,1916.38,2025-07-29,TIME,145.94,253.47
TATASTEEL,MOM,11.0,163.46,2025-07-22,157.3,172.7,305,49856.307431716916,8,1,NIFTY50,157.14,2025-07-31,SL,143.95,-2070.73
SBILIFE,MOM,11.0,1869.27,2025-08-21,1801.29,1971.24,26,48601.05793203805,6,1,NIFTY50,1799.49,2025-08-29,SL,140.42,-1954.73
EICHERMOT,MOM,12.0,5995.99,2025-08-21,5789.98,6305.0,8,47967.92,8,1,NIFTY50,6304.19,2025-09-02,TARGET_GAP,144.53,2321.07
DIXON,MOM,11.0,16951.31,2025-08-21,16130.2,18182.97,2,33902.61305594871,12,1,MIDCAP,17961.99,2025-09-08,TIME,102.54,1918.83
APOLLOHOSP,MOM,12.0,7872.92,2025-09-11,7612.97,8262.85,6,47237.54150670803,8,2,NIFTY50,7593.81,2025-09-22,SL_GAP,136.61,-1811.29
NETWEB,MOM,12.0,3132.48,2025-09-11,2799.19,3632.41,15,46987.2,11,2,SMALLCAP,3617.88,2025-09-25,TARGET,148.37,7132.64
EICHERMOT,MOM,13.0,6811.8,2025-09-11,6522.36,7245.97,7,47682.634999999995,12,2,NIFTY50,7039.95,2025-09-26,TIME,142.48,1454.59
NETWEB,MOM,12.0,3649.24,2025-09-26,3271.66,4215.61,13,47440.10376269531,5,2,SMALLCAP,4198.75,2025-10-03,TARGET,149.51,6994.09
VEDL,MOM,12.0,451.82,2025-09-23,431.51,482.29,110,49700.32372711257,12,2,MIDCAP,475.29,2025-10-09,TIME,149.79,2432.33
NETWEB,MOM,12.0,4335.27,2025-10-06,3868.15,5035.95,11,47687.992,5,2,SMALLCAP,3852.68,2025-10-10,SL,132.86,-5441.38
TATASTEEL,MOM,13.0,176.18,2025-10-10,169.26,186.55,283,49857.808,3,2,NIFTY50,169.09,2025-10-14,SL,143.86,-2150.12
MCX,MOM,12.0,1743.48,2025-10-13,1651.42,1881.57,28,48817.44,2,2,MIDCAP,1877.81,2025-10-14,TARGET,148.84,3612.31
LT,MOM,12.0,3687.7,2025-10-06,3564.51,3872.48,13,47940.11292958296,12,2,NIFTY50,3846.74,2025-10-21,TIME,143.9,1923.61
BAJFINANCE,MOM,13.0,1027.03,2025-10-15,986.71,1087.5,48,49297.24799999999,5,2,NIFTY50,1086.41,2025-10-21,TARGET,148.98,2701.38
SBIN,MOM,12.0,863.41,2025-10-15,838.88,900.22,57,49214.653080161945,6,2,NIFTY50,899.32,2025-10-23,TARGET,147.62,1899.24
BHARTIARTL,MOM,12.0,2065.96,2025-10-23,2004.08,2158.79,24,49583.13125390625,1,2,NIFTY50,2002.08,2025-10-23,SL,143.7,-1676.92
BEL,MOM,14.0,420.63,2025-10-24,405.57,443.22,118,49634.493336022795,4,2,NIFTY50,405.16,2025-10-29,SL,143.45,-1968.39
BHARTIARTL,MOM,13.0,2010.01,2025-10-24,1943.49,2109.79,24,48240.191999999995,4,2,NIFTY50,2107.68,2025-10-29,TARGET,145.17,2198.92
BEL,MOM,14.0,406.48,2025-10-30,391.5,428.95,123,49996.71421727772,3,2,NIFTY50,428.52,2025-11-03,TARGET,150.85,2560.2
TATASTEEL,MOM,13.0,184.58,2025-10-30,177.32,195.48,270,49837.78635040283,5,2,NIFTY50,177.14,2025-11-06,SL,143.78,-2151.86
MCX,MOM,12.0,1834.16,2025-10-23,1735.62,1981.97,27,49522.347,12,2,MIDCAP,1902.29,2025-11-10,TIME,148.24,1691.21
BHARTIARTL,MOM,14.0,2050.05,2025-11-07,1977.24,2159.27,24,49201.151999999995,9,2,NIFTY50,2157.11,2025-11-19,TARGET,148.31,2421.15
BSE,MOM,14.0,2643.68,2025-11-11,2463.36,2914.15,18,47586.180638671874,7,2,MIDCAP,2908.32,2025-11-19,TARGET,146.62,4616.93
BEL,MOM,14.0,418.64,2025-11-04,401.27,444.69,119,49817.8948560925,12,2,NIFTY50,420.79,2025-11-20,TIME,146.89,108.44
HEROMOTOCO,MOM,13.0,5842.08,2025-11-20,5592.65,6216.23,8,46736.63598320693,9,2,NIFTY50,6210.01,2025-12-02,TARGET,141.58,2801.89
DATAPATTNS,MOM,13.0,3115.41,2025-11-21,2893.82,3447.81,16,49846.592,8,2,SMALLCAP,2882.24,2025-12-02,SL,141.41,-3872.05
VEDL,MOM,12.0,508.54,2025-11-20,484.82,544.11,98,49836.81896922894,12,2,MIDCAP,514.85,2025-12-05,TIME,147.45,471.18
VEDL,MOM,13.0,516.72,2025-12-08,493.12,552.12,96,49605.01984779608,7,2,MIDCAP,551.02,2025-12-16,TARGET,150.51,3141.88
MCX,MOM,12.0,2049.09,2025-12-03,1944.24,2206.37,24,49178.16,12,2,MIDCAP,2030.33,2025-12-18,TIME,144.03,-594.24
EICHERMOT,MOM,12.0,7097.09,2025-12-03,6811.85,7524.94,7,49679.63,12,2,NIFTY50,7099.39,2025-12-18,TIME,146.15,-130.03
HINDALCO,MOM,13.0,844.89,2025-12-17,811.27,895.33,59,49848.748229064935,11,2,NIFTY50,894.43,2026-01-01,TARGET,150.7,2772.44
MCX,MOM,12.0,2084.16,2025-12-22,1971.66,2252.92,23,47935.67999999999,9,2,MIDCAP,2248.41,2026-01-02,TARGET,146.27,3631.58
BPCL,MOM,14.0,371.89,2026-01-02,355.96,395.78,134,49833.448161718436,3,2,NIFTY50,355.6,2026-01-06,SL,143.54,-2325.86
SBILIFE,MOM,12.0,2026.91,2025-12-22,1959.39,2128.2,24,48645.83920846711,12,2,NIFTY50,2065.86,2026-01-07,TIME,144.39,790.35
HINDALCO,MOM,13.0,933.43,2026-01-05,897.39,987.49,53,49471.92249999999,5,2,NIFTY50,896.49,2026-01-09,SL,142.79,-2100.47
MCX,MOM,13.0,2255.5,2026-01-07,2137.34,2432.75,22,49621.044,6,2,MIDCAP,2427.88,2026-01-14,TARGET,151.25,3641.21
SBILIFE,MOM,13.0,2080.09,2026-01-08,2013.33,2180.23,24,49922.14398057117,10,2,NIFTY50,2011.32,2026-01-22,SL,144.54,-1795.1
SBIN,MOM,13.0,1131.75,2026-02-10,1077.17,1213.63,44,49797.04950513413,12,2,NIFTY50,1177.67,2026-02-25,TIME,149.29,1871.29
TATASTEEL,MOM,13.0,203.19,2026-02-10,191.53,220.69,246,49985.47689266967,12,2,NIFTY50,214.43,2026-02-25,TIME,150.88,2613.02
SHRIRAMFIN,MOM,12.0,1065.96,2026-02-10,999.23,1166.07,46,49034.38652416991,12,2,NIFTY50,1084.81,2026-02-25,TIME,145.44,721.85
DATAPATTNS,MOM,13.0,3550.14,2026-04-22,3216.74,4050.25,14,49702.016,2,1,SMALLCAP,4034.05,2026-04-23,TARGET,155.65,6619.08
VEDL,MOM,12.0,771.24,2026-04-22,722.74,843.98,64,49359.3223828125,3,1,MIDCAP,721.29,2026-04-24,SL,140.73,-3337.24
NETWEB,MOM,12.0,3919.62,2026-04-22,3592.69,4410.01,12,47035.392,10,1,SMALLCAP,4392.37,2026-05-06,TARGET,146.27,5526.73
COALINDIA,MOM,11.0,484.93,2026-04-30,459.62,522.91,103,49948.24960858154,5,1,NIFTY50,459.16,2026-05-07,SL,143.21,-2797.48
NETWEB,MOM,12.0,4394.51,2026-05-07,4015.3,4963.33,11,48339.587999999996,4,1,SMALLCAP,3999.24,2026-05-12,SL,136.12,-4484.1
DATAPATTNS,MOM,12.0,4145.52,2026-04-30,3730.26,4768.41,12,49746.191999999995,11,1,SMALLCAP,3715.34,2026-05-15,SL,139.12,-5301.29
BAJAJ-AUTO,MOM,12.0,10488.02,2026-05-08,9972.48,11261.34,4,41952.09478832986,9,1,NIFTY50,9962.51,2026-05-20,SL,120.47,-2222.52
MCX,MOM,11.0,3306.6,2026-05-25,3095.21,3623.68,15,49599.0,4,1,MIDCAP,3089.02,2026-05-29,SL,141.34,-3405.05
HINDALCO,MOM,11.0,1111.11,2026-05-25,1054.23,1196.43,45,49999.95,10,1,NIFTY50,1053.18,2026-06-08,SL,143.44,-2750.48
